Chromosome,Coordinate,p_value
chr01,34987,0.700561929326825
chr01,35013,0.605639214676949
chr01,35126,0.7033842871341651
chr01,35177,0.6029674001891876
chr01,35229,0.605639214676949
chr01,35247,0.605639214676949
chr01,35318,0.6029674001891876
chr01,35343,0.6029674001891876
chr01,35398,0.47845119051922
chr01,35410,0.47845119051922
chr01,35582,0.605639214676949
chr01,35593,0.6854044732210045
chr01,35633,0.605639214676949
chr01,35714,0.605639214676949
chr01,35739,0.6324440874236803
chr01,35849,0.605639214676949
chr01,36048,0.605639214676949
chr01,36151,0.6528726253964618
chr01,36251,0.6498116525782547
chr01,36278,0.6148171337447021
chr01,36291,0.5959220265261529
chr01,36303,0.6120659435878055
chr01,36308,0.6278577607366256
chr01,36315,0.6305471850119782
chr01,36330,0.5841706740917638
chr01,36430,0.6187200646520932
chr01,36470,0.7199577832969597
chr01,36478,0.621331094131158
chr01,36568,0.5563844628201283
chr01,36717,0.6405012460620452
chr01,36767,0.7320597504382245
chr01,36827,0.709935595665975
chr01,37123,0.741523655580288
chr01,37399,0.841993640736358
chr01,37450,0.841993640736358
chr01,37498,0.8390212455800488
chr01,37510,0.8390212455800488
chr01,37675,0.841993640736358
chr01,37729,0.841993640736358
chr01,37750,0.841993640736358
chr01,37897,0.7918820122445789
chr01,38128,0.7698529187138857
chr01,38176,0.7669554039657028
chr01,38236,0.6723318200438528
chr01,38440,0.7215487313601563
chr01,38482,0.8022695219818055
chr01,38594,0.6047548572678575
chr01,38616,0.6047548572678575
chr01,38856,0.5431369129478236
chr01,39013,0.45814494647678594
chr01,39133,0.6017188639787571
chr01,39210,0.46165589852081257
chr01,39220,0.5347286023129776
chr01,39320,0.4344759091016608
chr01,39544,0.9298102206167588
chr01,39568,0.99166779325885
chr01,39581,0.99166779325885
chr01,39690,0.6786661647607489
chr01,39727,0.6786661647607489
chr01,39924,0.7400125991029524
chr01,40028,0.5847357338767837
chr01,40069,0.5847357338767837
chr01,40350,0.5829296228672758
chr01,40978,0.6176791603237499
chr01,41050,0.8883438991915836
chr01,41155,0.8339033737300803
chr01,41233,0.8869151374077329
chr01,41401,0.9596434670085074
chr01,41429,0.8414023575349336
chr01,41446,0.8443951582281818
chr01,41768,0.9624512058946415
chr01,41789,0.9624512058946415
chr01,42246,0.877131829632271
chr01,42386,0.8179843310481071
chr01,42412,0.9318011785358952
chr01,43211,0.6056008296822786
chr01,43311,0.6541730060597553
chr01,43362,0.5520755636265953
chr01,43542,0.601737972471136
chr01,43756,0.6096890392147643
chr01,43954,0.6247394557365593
chr01,44008,0.777713621205878
chr01,44017,0.7485524924715945
chr01,44068,0.7410415824162623
chr01,44182,0.590172893784654
chr01,44251,0.9818288350933937
chr01,44329,0.9404084942527622
chr01,44426,0.9290874793814381
chr01,44547,0.8134508252753625
chr01,44561,0.8596646680325771
chr01,44596,0.9422139985428608
chr01,44929,0.9729066440177447
chr01,44950,0.9729066440177447
chr01,45068,0.9698839571997321
chr01,45077,0.8788719634176219
chr01,45179,0.9899045137956904
chr01,45416,0.9729066440177447
chr01,45433,0.9698839571997321
chr01,45470,0.9698839571997321
chr01,45536,0.9698839571997321
chr01,45732,0.8544489686970047
chr01,45938,0.8345147168329655
chr01,45960,0.8903693655951515
chr01,46219,0.956070336665037
chr01,46515,0.9696690622687714
chr01,46586,0.96609671876144
chr01,46759,0.9328634220474807
chr01,46846,0.8838216047883094
chr01,47052,0.9831961717246769
chr01,47119,0.9704137516514731
chr01,47426,0.9590855654156656
chr01,47472,0.9831961717246769
chr01,47542,0.9831961717246769
chr01,47554,0.9831961717246769
chr01,47651,0.956070336665037
chr01,47983,0.956070336665037
chr01,48067,0.867446539104989
chr01,48109,0.8709854608199206
chr01,48129,0.8616603882062657
chr01,48224,0.9590855654156656
chr01,48530,0.9684950563021278
chr01,48691,0.9590855654156656
chr01,49139,0.9590855654156656
chr01,49506,0.9590855654156656
chr01,49721,0.956070336665037
chr01,49779,0.9590855654156656
chr01,49837,0.9590855654156656
chr01,50064,0.9328634220474807
chr01,50186,0.8917848988284599
chr01,50244,0.9328634220474807
chr01,50255,0.9328634220474807
chr01,50339,0.9712085015281111
chr01,50356,0.9621683957843609
chr01,50434,0.9172899465681337
chr01,50967,0.9590855654156656
chr01,51030,0.9590855654156656
chr01,51074,0.8690940338014612
chr01,51156,0.9861613725658789
chr01,51419,0.9865823655148167
chr01,51426,0.956070336665037
chr01,51953,0.9459813875759181
chr01,52581,0.956070336665037
chr01,53183,0.956070336665037
chr01,53825,0.9386317823439823
chr01,53959,0.963282337103215
chr01,54406,0.956070336665037
chr01,54483,0.956070336665037
chr01,54508,0.9596002372303772
chr01,54544,0.956070336665037
chr01,54725,0.9590855654156656
chr01,55215,0.9544236625443516
chr01,55481,0.6188355152384499
chr01,56857,0.9044340147310778
chr01,57009,0.9088421019587007
chr01,57212,0.9666245965017073
chr01,57697,0.9118207285866222
chr01,58157,0.8891579565153156
chr01,58373,0.9689679821745005
chr01,58849,0.845379170548119
chr01,59009,0.8739077698180109
chr01,59109,0.9118207285866222
chr01,59279,0.9118207285866222
chr01,60077,0.9856835658648363
chr01,61955,0.7305600779306141
chr01,65726,0.8797010352172274
chr01,68337,0.8412287605954906
chr01,69338,0.857026650548176
chr01,69362,0.8441334100822844
chr01,69406,0.8412287605954906
chr01,69411,0.8412287605954906
chr01,69425,0.8412287605954906
chr01,69460,0.8412287605954906
chr01,69634,0.8441334100822844
chr01,69652,0.9592994147451424
chr01,69685,0.9019117741160981
chr01,69751,0.9019117741160981
chr01,69778,0.8441334100822844
chr01,71389,0.8441334100822844
chr01,72804,0.8441334100822844
chr01,75809,0.8441334100822844
chr01,75924,0.8412287605954906
chr01,78652,0.8412287605954906
chr01,79941,0.8441334100822844
chr01,83758,0.8441334100822844
chr01,84524,0.8012559249320639
chr01,84928,0.8412287605954906
chr01,86154,0.8412287605954906
chr01,86675,0.9182632705141984
chr01,88790,0.8412287605954906
chr01,88942,0.8823939162895867
chr01,89046,0.8412287605954906
chr01,89051,0.8412287605954906
chr01,90287,0.8412287605954906
chr01,90467,0.8412287605954906
chr01,91252,0.8412287605954906
chr01,91318,0.7771280179987516
chr01,91972,0.8412287605954906
chr01,92677,0.8412287605954906
chr01,93382,0.8038598002160358
chr01,93442,0.8012559249320639
chr01,94055,0.8494066626095389
chr01,94359,0.8219182756017089
chr01,94823,0.8742745214302841
chr01,94962,0.9626353814289256
chr01,95262,0.8441334100822844
chr01,95484,0.9181350561804809
chr01,95550,0.7791789038728071
chr01,95588,0.8471312212818313
chr01,97608,0.8441334100822844
chr01,98102,0.8441334100822844
chr01,98546,0.8441334100822844
chr01,99774,0.8441334100822844
chr01,99824,0.8412287605954906
chr01,99978,0.8694846188423941
chr01,100062,0.784498385084495
chr01,100167,0.7934688753195754
chr01,100191,0.8351144958752761
chr01,100366,0.8412287605954906
chr01,100398,0.8412287605954906
chr01,100503,0.8412287605954906
chr01,101007,0.8441334100822844
chr01,101025,0.8834016720579261
chr01,101276,0.8417285559934514
chr01,101857,0.8412287605954906
chr01,101951,0.8251483287790649
chr01,101986,0.8038447820443976
chr01,102184,0.7790831826109714
chr01,104370,0.8982293029658289
chr01,105386,0.8038598002160358
chr01,106003,0.8412287605954906
chr01,106876,0.8863567248452444
chr01,107929,0.7981140332184455
chr01,108339,0.8412287605954906
chr01,108615,0.7996234644029723
chr01,108925,0.7834317996037659
chr01,109048,0.8104157617833234
chr01,109098,0.8104157617833234
chr01,109691,0.8182329810377091
chr01,111448,0.8635116637782967
chr01,111530,0.8219182756017089
chr01,112013,0.898603077937404
chr01,112732,0.8012559249320639
chr01,112943,0.8441334100822844
chr01,113222,0.8412287605954906
chr01,113314,0.8412287605954906
chr01,114405,0.8238461102268178
chr01,115216,0.8767347815655925
chr01,115855,0.7492274255519844
chr01,116266,0.8412287605954906
chr01,116272,0.8412287605954906
chr01,117884,0.8412287605954906
chr01,119356,0.7981140332184455
chr01,120048,0.8188889397588979
chr01,120617,0.8491296118715449
chr01,121278,0.8441334100822844
chr01,121352,0.8390928285512637
chr01,121755,0.8441334100822844
chr01,121779,0.8412287605954906
chr01,122192,0.8399049255949934
chr01,123189,0.7991679422501141
chr01,124815,0.7710195705018386
chr01,125714,0.7127800455731101
chr01,129018,0.7520904900205977
chr01,129265,0.6881043080283002
chr01,130052,0.6726486736397449
chr01,130381,0.8452774016740454
chr01,131492,0.7931963842358276
chr01,132395,0.8803069738804383
chr01,132776,0.6718836904907781
chr01,133188,0.6718836904907781
chr01,133285,0.705310338477581
chr01,133308,0.705310338477581
chr01,134597,0.6692459980031966
chr01,134916,0.6692459980031966
chr01,135164,0.6718836904907781
chr01,137588,0.707778790754858
chr01,138182,0.6718836904907781
chr01,139632,0.6875352963670275
chr01,140613,0.6718836904907781
chr01,140629,0.5983253016939698
chr01,140787,0.6718836904907781
chr01,142068,0.7439700675916776
chr01,142651,0.6718836904907781
chr01,143880,0.6718836904907781
chr01,144834,0.6718836904907781
chr01,145114,0.6301226664854618
chr01,145230,0.6718836904907781
chr01,146410,0.6839903809811284
chr01,155456,0.7986327068547724
chr01,156315,0.7066648331569597
chr01,161033,0.7066648331569597
chr01,161331,0.703970923907584
chr01,161715,0.703970923907584
chr01,162657,0.7066648331569597
chr01,163769,0.703970923907584
chr01,164749,0.7066648331569597
chr01,166175,0.7066648331569597
chr01,170715,0.5699395319804197
chr01,170801,0.5500963263532498
chr01,170891,0.5845808665509804
chr01,171050,0.6502033299028022
chr01,171198,0.6526307604194198
chr01,171280,0.5933728988895073
chr01,171324,0.6346331650665415
chr01,171389,0.5774614909190622
chr01,171726,0.3416693043838227
chr01,171950,0.1854745813779073
chr01,171976,0.20991035455287732
chr01,172663,0.16040494548916534
chr01,172692,0.2461574739797857
chr01,172715,0.053350828453619444
chr01,172732,0.26303931460451
chr01,172796,0.2146125967610332
chr01,172843,0.18629631053254547
chr01,173318,0.27319384772376276
chr01,173362,0.27319384772376276
chr01,173409,0.21501890950671196
chr01,173516,0.17546167293915202
chr01,173687,0.11773986143175191
chr01,173961,0.08092489571890701
chr01,174037,0.08138698460879557
chr01,174043,0.08138698460879557
chr01,174259,0.07612021982793575
chr01,174379,0.08138698460879557
chr01,174442,0.08138698460879557
chr01,174481,0.08138698460879557
chr01,174587,0.08092489571890701
chr01,174618,0.08092489571890701
chr01,174722,0.08092489571890701
chr01,174870,0.08092489571890701
chr01,174902,0.08348461566664266
chr01,175043,0.05772314798244185
chr01,175208,0.05772314798244185
chr01,175325,0.0764730501966763
chr01,175357,0.08549471162509374
chr01,175366,0.0676033831952707
chr01,175373,0.0676033831952707
chr01,175431,0.06715367243200421
chr01,176444,0.11305804567405345
chr01,176564,0.11512674109837251
chr01,176569,0.1192988786404251
chr01,176576,0.1192988786404251
chr01,176615,0.1192988786404251
chr01,176723,0.18134708003886196
chr01,176760,0.14867459512561698
chr01,176973,0.1271196352359845
chr01,177013,0.09567652288062534
chr01,177021,0.07044009220927326
chr01,177188,0.21481386533759694
chr01,177392,0.18458247670261774
chr01,177693,0.13191751226536216
chr01,177928,0.13191751226536216
chr01,178039,0.13839694629183272
chr01,178050,0.13839694629183272
chr01,178225,0.13839694629183272
chr01,178446,0.13191751226536216
chr01,178476,0.13191751226536216
chr01,181033,0.08650662199149343
chr01,182345,0.08650662199149343
chr01,182360,0.08650662199149343
chr01,183491,0.06496417307463836
chr01,184284,0.08650662199149343
chr01,186959,0.08650662199149343
chr01,187162,0.08126917419483748
chr01,187349,0.06733098827309941
chr01,197026,0.06635813463228453
chr01,198874,0.06635813463228453
chr01,198959,0.06635813463228453
chr01,199697,0.06535894426563349
chr01,200446,0.06635813463228453
chr01,205696,0.09072265186808785
chr01,206829,0.09072265186808785
chr01,210949,0.09072265186808785
chr01,218501,0.06788175349971245
chr01,219772,0.09072265186808785
chr01,222076,0.0839126020568043
chr01,225232,0.09224332599532523
chr01,226796,0.06779297231633312
chr01,231363,0.09072265186808785
chr01,231749,0.08015664190785168
chr01,232718,0.09072265186808785
chr01,238708,0.12146936684657947
chr01,240735,0.09072265186808785
chr01,242662,0.09072265186808785
chr01,250575,0.08344328769154105
chr01,250974,0.1054429565010316
chr01,252077,0.08344328769154105
chr01,256649,0.0996717643454848
chr01,259214,0.0996717643454848
chr01,261190,0.0996717643454848
chr01,262244,0.0996717643454848
chr01,263800,0.11463491862981746
chr01,264899,0.0996717643454848
chr01,265946,0.10493445880354506
chr01,269227,0.0996717643454848
chr01,279226,0.0996717643454848
chr01,280035,0.0996717643454848
chr01,281588,0.0849376827832992
chr01,281814,0.08405777998515798
chr01,296266,0.09156250219805095
chr01,296314,0.1029457763103316
chr01,296421,0.09156250219805095
chr01,296447,0.09156250219805095
chr01,296493,0.09156250219805095
chr01,296502,0.09156250219805095
chr01,296579,0.09156250219805095
chr01,296601,0.025733689065353855
chr01,297469,0.09156250219805095
chr01,297475,0.09156250219805095
chr01,297786,0.13773698997681677
chr01,297879,0.09156250219805095
chr01,297918,0.09156250219805095
chr01,298446,0.09156250219805095
chr01,298459,0.09156250219805095
chr01,298487,0.09156250219805095
chr01,298673,0.09156250219805095
chr01,298886,0.09156250219805095
chr01,298992,0.07092587453811167
chr01,299056,0.11076650744896681
chr01,299523,0.08314321756459994
chr01,299544,0.08314321756459994
chr01,300341,0.09156250219805095
chr01,300456,0.10508001958377514
chr01,300896,0.0803067461311341
chr01,300919,0.07960557990858341
chr01,300995,0.09156250219805095
chr01,301028,0.10545506891690629
chr01,302078,0.09214917588116951
chr01,302447,0.08085193719269541
chr01,302469,0.07654718194497527
chr01,302577,0.09156250219805095
chr01,302613,0.09156250219805095
chr01,302661,0.09156250219805095
chr01,302667,0.09156250219805095
chr01,302711,0.08596457743639906
chr01,303347,0.09156250219805095
chr01,303407,0.09156250219805095
chr01,303534,0.08596457743639906
chr01,303829,0.09650803625098281
chr01,303861,0.09650803625098281
chr01,304121,0.09156250219805095
chr01,304722,0.09156250219805095
chr01,304767,0.09156250219805095
chr01,304794,0.09650803625098281
chr01,304799,0.09650803625098281
chr01,305590,0.09650803625098281
chr01,305604,0.09650803625098281
chr01,305819,0.09650803625098281
chr01,305901,0.09156250219805095
chr01,306372,0.08517881118387859
chr01,307675,0.08839893629059455
chr01,307759,0.07313569658368795
chr01,307783,0.07313569658368795
chr01,307822,0.07313569658368795
chr01,307914,0.09156250219805095
chr01,308069,0.070196481699305
chr01,308126,0.0813251336717923
chr01,308202,0.07972084365866217
chr01,308272,0.09450672322761823
chr01,308291,0.09102639588913075
chr01,308342,0.09156250219805095
chr01,308351,0.10330928264630267
chr01,308454,0.09066421974655756
chr01,308667,0.11100799342256007
chr01,308808,0.09156250219805095
chr01,308815,0.07313569658368795
chr01,308824,0.08199694365447312
chr01,308829,0.08199694365447312
chr01,308905,0.09156250219805095
chr01,308944,0.09156250219805095
chr01,308950,0.09156250219805095
chr01,308997,0.09156250219805095
chr01,309028,0.11727706708024038
chr01,309118,0.09268950069816828
chr01,309131,0.10516946531288739
chr01,309151,0.1303566163673641
chr01,309236,0.1303566163673641
chr01,309348,0.09156250219805095
chr01,309361,0.09156250219805095
chr01,309386,0.07654718194497527
chr01,309421,0.09156250219805095
chr01,309489,0.09156250219805095
chr01,309508,0.09156250219805095
chr01,309601,0.09156250219805095
chr01,309758,0.09156250219805095
chr01,309771,0.09650803625098281
chr01,309798,0.10665369021646674
chr01,309898,0.09483907981081535
chr01,309924,0.09156250219805095
chr01,309970,0.10124330740923138
chr01,312570,0.0566023774372244
chr01,312605,0.05956818791623524
chr01,313457,0.052292028201050604
chr01,313839,0.06803746006500276
chr01,313888,0.06803746006500276
chr01,314158,0.07190836999749096
chr01,314334,0.06803746006500276
chr01,314403,0.06803746006500276
chr01,314520,0.0636690058066065
chr01,314528,0.06803746006500276
chr01,314547,0.06803746006500276
chr01,314558,0.07902585700247206
chr01,314566,0.07902585700247206
chr01,314596,0.07902585700247206
chr01,314608,0.08035369288981088
chr01,314619,0.06924341409444441
chr01,314637,0.06803746006500276
chr01,314677,0.06803746006500276
chr01,314708,0.06803746006500276
chr01,314754,0.06803746006500276
chr01,314782,0.06803746006500276
chr01,314820,0.06803746006500276
chr01,314936,0.08587964890575314
chr01,314943,0.07525271187653369
chr01,315026,0.06477311757551252
chr01,315093,0.08733655372613197
chr01,315150,0.06924341409444441
chr01,315196,0.06924341409444441
chr01,315538,0.06924341409444441
chr01,315692,0.06924341409444441
chr01,315974,0.05700543361448514
chr01,316092,0.06523764902783993
chr01,316206,0.06899725079604396
chr01,316302,0.06523764902783993
chr01,316316,0.06523764902783993
chr01,316565,0.07258924294018362
chr01,316658,0.09516518709292625
chr01,316811,0.08389011853726658
chr01,316943,0.06523764902783993
chr01,317125,0.0484238904746655
chr01,317191,0.0484238904746655
chr01,317269,0.06619952917294701
chr01,317618,0.05782128803911625
chr01,317659,0.06678809233707365
chr01,317665,0.07579094762782972
chr01,317707,0.12643916485132828
chr01,317734,0.11536467961346306
chr01,317759,0.05836605226197374
chr01,317765,0.046877630373930064
chr01,317783,0.11587183736269427
chr01,317805,0.08381133102155501
chr01,317942,0.09038074043765873
chr01,317966,0.05942556403105598
chr01,318053,0.06523764902783993
chr01,318355,0.07395449006011647
chr01,318423,0.08400944587689274
chr01,318585,0.10416669217141064
chr01,318598,0.08400944587689274
chr01,318624,0.08400944587689274
chr01,318793,0.08400944587689274
chr01,318806,0.06480233838252372
chr01,318827,0.0754623426753093
chr01,318867,0.0754623426753093
chr01,319090,0.08239149214422331
chr01,319472,0.08311866203027757
chr01,319498,0.08400944587689274
chr01,319516,0.08400944587689274
chr01,319629,0.09298748013028887
chr01,319666,0.11667094774013737
chr01,319745,0.11667094774013737
chr01,319790,0.08543777717766067
chr01,319799,0.08543777717766067
chr01,319862,0.12642624578722939
chr01,319887,0.09801785059472419
chr01,319924,0.09801785059472419
chr01,319939,0.10416669217141064
chr01,319953,0.09298748013028887
chr01,320065,0.09705597444216556
chr01,320107,0.09705597444216556
chr01,320119,0.08522080545959801
chr01,320193,0.07882253655606954
chr01,320209,0.07882253655606954
chr01,320214,0.07882253655606954
chr01,320272,0.07882253655606954
chr01,320317,0.07882253655606954
chr01,320872,0.07882253655606954
chr01,320897,0.07882253655606954
chr01,320929,0.07882253655606954
chr01,320994,0.07882253655606954
chr01,321249,0.08400944587689274
chr01,321396,0.0595916331979377
chr01,321456,0.0595916331979377
chr01,321701,0.07014594916490202
chr01,321809,0.06300229872245049
chr01,321821,0.054687159457559635
chr01,321863,0.054687159457559635
chr01,321955,0.06300229872245049
chr01,321972,0.06300229872245049
chr01,321997,0.06300229872245049
chr01,322037,0.06300229872245049
chr01,322076,0.06300229872245049
chr01,322116,0.06300229872245049
chr01,322123,0.06300229872245049
chr01,322130,0.06300229872245049
chr01,322137,0.06300229872245049
chr01,322150,0.06300229872245049
chr01,322233,0.06413757968419652
chr01,322359,0.05993623883155584
chr01,322384,0.05220178045594211
chr01,322554,0.06226011755731385
chr01,322572,0.07113323467514734
chr01,322618,0.10337438778672217
chr01,322627,0.05747694313924067
chr01,322731,0.0585761502935808
chr01,322762,0.0585761502935808
chr01,322817,0.06300229872245049
chr01,322863,0.06300229872245049
chr01,322925,0.06300229872245049
chr01,322948,0.06300229872245049
chr01,322982,0.06300229872245049
chr01,323036,0.04403448739810706
chr01,323098,0.06300229872245049
chr01,323182,0.06300229872245049
chr01,323211,0.06665594479911194
chr01,323219,0.06665594479911194
chr01,323234,0.06665594479911194
chr01,323440,0.06300229872245049
chr01,323467,0.06300229872245049
chr01,323506,0.06665594479911194
chr01,323590,0.06300229872245049
chr01,323662,0.06300229872245049
chr01,323725,0.06300229872245049
chr01,323782,0.06300229872245049
chr01,323805,0.06300229872245049
chr01,323824,0.0473975829451941
chr01,323856,0.0473975829451941
chr01,323870,0.040931575680224465
chr01,323903,0.0473975829451941
chr01,323976,0.04238133418216015
chr01,323987,0.0560672458569745
chr01,323999,0.06300229872245049
chr01,324058,0.06300229872245049
chr01,324069,0.10621508127474596
chr01,324081,0.055003087235841366
chr01,324249,0.0595916331979377
chr01,324275,0.08792258843206123
chr01,324356,0.053916190044217716
chr01,324379,0.050558736582641296
chr01,324430,0.0588727532907037
chr01,324439,0.050558736582641296
chr01,324488,0.054659654232244816
chr01,324517,0.06665594479911194
chr01,324576,0.06300229872245049
chr01,324603,0.06300229872245049
chr01,324746,0.06665594479911194
chr01,324782,0.06300229872245049
chr01,324813,0.07113323467514734
chr01,324884,0.06300229872245049
chr01,325018,0.06300229872245049
chr01,325118,0.05200279456537762
chr01,325170,0.05200279456537762
chr01,325188,0.06300229872245049
chr01,325277,0.04874099517023157
chr01,325299,0.04874099517023157
chr01,325328,0.04874099517023157
chr01,325349,0.04874099517023157
chr01,325388,0.04874099517023157
chr01,325623,0.04874099517023157
chr01,325661,0.0570740160848856
chr01,325739,0.04874099517023157
chr01,325781,0.04231771894991411
chr01,325796,0.04231771894991411
chr01,325809,0.04231771894991411
chr01,325853,0.06068273761510593
chr01,325887,0.06068273761510593
chr01,325935,0.06068273761510593
chr01,325995,0.06068273761510593
chr01,326002,0.06068273761510593
chr01,326054,0.06068273761510593
chr01,326272,0.050950076046095284
chr01,326289,0.06068273761510593
chr01,326336,0.058053668274964255
chr01,326346,0.058053668274964255
chr01,326393,0.05684611415467193
chr01,326413,0.05684611415467193
chr01,326456,0.05701318282111748
chr01,326499,0.051069081548915624
chr01,326533,0.051069081548915624
chr01,326585,0.06068273761510593
chr01,326606,0.06859881251887798
chr01,326664,0.06068273761510593
chr01,326736,0.04587276313093739
chr01,326871,0.06752418947526394
chr01,326968,0.06068273761510593
chr01,327790,0.04917551391793735
chr01,328420,0.07886556975386136
chr01,331783,0.06068273761510593
chr01,332324,0.04559297239267781
chr01,332622,0.07074800920793337
chr01,332638,0.06624401685003886
chr01,333009,0.05194966122053432
chr01,333111,0.04068963510716051
chr01,333336,0.060308820156863854
chr01,333502,0.035047055071682
chr01,333722,0.054051381749771976
chr01,333773,0.03767552804982945
chr01,333879,0.07506472909258409
chr01,333928,0.039215806857775974
chr01,333952,0.16658167748442643
chr01,334015,0.11065892163059929
chr01,334055,0.06584412226990667
chr01,334105,0.14463414519615117
chr01,334174,0.05344659043630722
chr01,334188,0.045667639661452424
chr01,334202,0.03987601473618042
chr01,334394,0.08206151642638526
chr01,334401,0.08206151642638526
chr01,334473,0.09435927680051424
chr01,334516,0.08206151642638526
chr01,334538,0.08206151642638526
chr01,334663,0.08206151642638526
chr01,334736,0.07268920802930434
chr01,334742,0.07268920802930434
chr01,334749,0.06254326330215709
chr01,334805,0.09933411012500275
chr01,334840,0.09933411012500275
chr01,334862,0.09933411012500275
chr01,334887,0.09933411012500275
chr01,334902,0.09933411012500275
chr01,334985,0.11435346320447341
chr01,334998,0.09933411012500275
chr01,335073,0.09933411012500275
chr01,335133,0.09933411012500275
chr01,335166,0.09933411012500275
chr01,335211,0.10096053218801693
